query,predict,frequency
u,are,14
lol,you,14
w,the,14
what,time,14
hate,when,14
hey,you,14
u,want,14
just need,to,14
we are,so,14
will have,a,14
a bit,more,14
of a,new,14
but they,are,14
in new,jersey,14
was at,the,14
can see,the,14
just a,few,14
the way,of,14
most of,them,14
for you,i,14
this year,i,14
i was,thinking,14
do i,have,14
he was,not,14
i have,an,14
love it,when,14
few years,ago,14
to win,a,14
so excited,for,14
think about,it,14
if you,were,14
but there,are,14
a great,deal,14
there were,no,14
and that,it,14
the world,is,14
of the,two,14
i was,so,14
last night,i,14
was supposed,to,14
to go,out,14
down the,road,14
over and,over,14
was in,a,14
did you,see,14
is also,a,14
been trying,to,14
that have,been,14
not so,much,14
i ended,up,14
of the,public,14
in some,cases,14
it was,all,14
go ahead,and,14
work in,the,14
first time,i,14
other side,of,14
a friend,of,14
might as,well,14
is what,i,14
to go,with,14
the first,day,14
to the,world,14
that can,be,14
talk about,the,14
it's a,good,14
in the,final,14
had no,idea,14
but i,did,14
fact that,the,14
oh my,god,14
because i,have,14
in this,case,14
back and,forth,14
the past,few,14
all you,need,14
a good,thing,14
to see,that,14
wanted to,do,14
will be,on,14
of them,are,14
a long,day,14
to find,the,14
along with,the,14
in the,west,14
son of,a,14
in my,mind,14
has become,a,14
want it,to,14
will not,be,14
and you,are,14
in the,right,14
with a,new,14
that was,the,14
get in,the,14
is the,one,14
you get,a,14
how to,make,14
for a,bit,14
to enter,the,14
the chance,to,14
know what,you,14
addition to,the,14
he was,the,14
was the,only,14
i look,forward,14
to everyone,who,14
over the,next,14
on their,own,14
i think,i'm,14
who wants,to,14
so i,could,14
was not,the,14
a whole,lot,14
take a,look,14
me to,the,14
like it,was,14
to be,there,14
and the,rest,14
you and,i,14
sides of,the,14
of the,united,14
a copy,of,14
to start,the,14
and we,are,14
when we,were,14
a lot,about,14
to the,city,14
there are,so,14
to worry,about,14
me on,the,14
that is,why,14
open to,the,14
thank you,i,14
there are,only,14
like to,see,14
me when,i,14
i will,never,14
i will,have,14
name of,the,14
to get,your,14
make sure,to,14
don't know,why,14
be a,part,14
be the,best,14
not sure,what,14
know what,i,14
time i,was,14
it for,a,14
figure out,how,14
a man,who,14
of the,past,14
could be,a,14
all i,want,14
i should,be,14
to help,the,14
he wanted,to,14
if it,was,14
the good,news,14
here in,the,14
what are,your,14
rest in,peace,14
and we,will,14
will be,there,14
just got,a,14
moment when,you,14
we have,the,14
he said,that,14
to win,the,14
sitting in,the,14
when are,you,14
be at,the,14
im going,to,14
thanks for,coming,14
see you,at,14
that awkward,moment,14
i would love,to,14
a few years,ago,14
it would be,a,14
it was a,great,14
the fact that,the,14
at a time,when,14
do you want,to,14
i want to,be,14
to do with,the,14
i have a,lot,14
looking forward to,the,14
i look forward,to,14
there are so,many,14
i feel like,i,14
be a part,of,14
have a great,weekend,14
it got it,got,14
got it got it,got,14
it got it got,it,14
yes yes yes yes,yes,14
everyone happy easter everyone,happy,14
got it got it got,it,14
easter everyone happy easter everyone,happy,14
everyone happy easter everyone happy,easter,14
happy easter everyone happy easter everyone,happy,14
easter everyone happy easter everyone happy,easter,14
everyone happy easter everyone happy easter,everyone,14
and,cut,13
read,and,13
minutes,or,13
i,stood,13
have,just,13
top,and,13
i,write,13
her,name,13
the,1st,13
have,given,13
the,tax,13
great,idea,13
friends,to,13
down,at,13
even,with,13
very,difficult,13
the,longest,13
north,america,13
of,local,13
since,my,13
of,american,13
the,conversation,13
wonder,what,13
arrived,at,13
been,more,13
summer,i,13
to,degrees,13
right,here,13
there,we,13
yesterday,i,13
winning,the,13
reading,the,13
running,a,13
them,into,13
want,them,13
be,fine,13
have,worked,13
share,it,13
he,wrote,13
he,must,13
done,it,13
and,came,13
and,last,13
or,maybe,13
respect,for,13
we,wanted,13
today,but,13
he,asked,13
of,days,13
that,there's,13
me,happy,13
happy,i,13
be,fun,13
this,beautiful,13
hear,it,13
the,plane,13
an,entire,13
i'll,just,13
than,an,13
only,that,13
system,and,13
a,permanent,13
experience,the,13
of,faith,13
story,and,13
phone,calls,13
come,with,13
a,truly,13
be,hard,13
life,that,13
ton,of,13
time,she,13
a,spot,13
white,and,13
we,put,13
put,into,13
player,in,13
something,more,13
than,they,13
men,in,13
true,to,13
many,things,13
ideas,and,13
it,because,13
nothing,is,13
months,i,13
are,already,13
year,it,13
visit,the,13
take,them,13
the,parking,13
in,full,13
outside,and,13
institute,of,13
that,he's,13
or,i,13
help,them,13
smell,like,13
them,so,13
love,all,13
it,starts,13
they,never,13
just,found,13
a,fire,13
up,here,13
of,sleep,13
comes,with,13
guess,that,13
as,it's,13
dark,and,13
one,time,13
and,actually,13
around,i,13
affected,by,13
once,in,13
rich,and,13
civil,rights,13
you,buy,13
know,my,13
a,choice,13
a,super,13
the,beer,13
young,people,13
the,focus,13
as,being,13
of,something,13
web,site,13
i,finished,13
family,in,13
twitter,is,13
busy,day,13
in,history,13
sent,me,13
the,mixture,13
stand,up,13
business,is,13
new,years,13
days,before,13
getting,into,13
into,her,13
your,parents,13
have,already,13
i,let,13
up,we,13
the,pictures,13
need,of,13
that,happens,13
butter,and,13
more,days,13
from,its,13
things,as,13
that,must,13
was,named,13
then,there,13
all,to,13
in,reality,13
at,its,13
human,beings,13
stuff,to,13
we,knew,13
week,that,13
really,not,13
also,found,13
nothing,else,13
then,and,13
on,feb,13
be,proud,13
taken,to,13
i,kept,13
p.m,and,13
by,all,13
after,this,13
the,grass,13
though,it's,13
of,like,13
attached,to,13
wait,what,13
me,by,13
do,well,13
turn,off,13
the,character,13
or,they,13
after,they,13
to,step,13
lines,and,13
else,in,13
i,almost,13
really,i,13
one,at,13
more,the,13
is,usually,13
to,mind,13
that,jesus,13
the,events,13
works,for,13
saying,i,13
than,two,13
are,available,13
any,way,13
power,to,13
memories,of,13
over,here,13
and,having,13
she,knows,13
come,by,13
you,made,13
you,said,13
by,me,13
name,the,13
it,only,13
come,down,13
things,have,13
he,added,13
sent,a,13
door,to,13
feel,a,13
seen,in,13
one,else,13
the,fish,13
decide,to,13
worth,the,13
they,can't,13
the,wonderful,13
so,great,13
a,formal,13
each,one,13
and,right,13
so,how,13
law,and,13
realize,the,13
then,again,13
between,them,13
looks,at,13
least,two,13
to,many,13
words,and,13
afford,to,13
enjoying,the,13
in,austin,13
own,and,13
speak,to,13
in,last,13
there,that,13
problems,in,13
aspects,of,13
increase,in,13
and,fun,13
happens,when,13
them,or,13
went,from,13
mind,that,13
no,need,13
got,this,13
hot,and,13
to,draw,13
to,care,13
the,devil,13
gonna,have,13
show,with,13
way,in,13
that,moment,13
of,st,13
this,movie,13
who,just,13
down,by,13
blog,post,13
that,while,13
so,as,13
ensure,that,13
wow,i,13
enjoyed,it,13
really,love,13
the,artist,13
well,for,13
bottles,of,13
the,usa,13
the,photos,13
its,way,13
run,to,13
well,it,13
use,this,13
mind,and,13
be,up,13
to,others,13
you,hate,13
the,gods,13
say,what,13
something,else,13
who,thinks,13
take,your,13
the,path,13
home,of,13
party,and,13
something,in,13
owned,by,13
opportunity,for,13
arrived,in,13
your,phone,13
a,specific,13
it,seemed,13
you,here,13
to,these,13
reduce,the,13
do,my,13
of,men,13
are,made,13
is,wrong,13
a,fresh,13
i,moved,13
it,they,13
interesting,to,13
you,aren't,13
i'm,an,13
a,significant,13
honor,of,13
subject,to,13
that,out,13
together,to,13
a,sudden,13
her,she,13
least,a,13
for,themselves,13
and,live,13
us,but,13
in,high,13
she,and,13
did,my,13
to,test,13
the,release,13
reach,out,13
america,and,13
birthday,party,13
the,standard,13
to,blow,13
with,great,13
all,things,13
many,other,13
government,and,13
he,left,13
the,boat,13
that,by,13
over,in,13
please,don't,13
all,a,13
the,promise,13
the,planet,13
week,at,13
three,hours,13
it's,that,13
said,there,13
and,music,13
is,currently,13
about,them,13
the,english,13
in,three,13
it,going,13
make,any,13
always,have,13
make,an,13
a,final,13
whatever,it,13
beautiful,and,13
like,we're,13
us,up,13
and,ask,13
then,in,13
i,follow,13
a,band,13
it,well,13
some,things,13
take,this,13
in,heaven,13
love,in,13
calling,for,13
your,family,13
going,out,13
which,it,13
guy,in,13
to,obtain,13
few,times,13
twitter,account,13
worked,with,13
tough,to,13
like,so,13
sure,but,13
get,involved,13
let,him,13
til,i,13
dinner,and,13
with,friends,13
the,lovely,13
east,coast,13
congratulations,to,13
to,collect,13
life,it,13
my,whole,13
which,includes,13
the,extra,13
got,into,13
they,seem,13
bring,the,13
prepare,for,13
just,go,13
too,the,13
and,often,13
elementary,school,13
space,for,13
much,easier,13
life,as,13
the,snow,13
probably,be,13
offer,a,13
million,for,13
learn,from,13
thanks,again,13
of,several,13
association,of,13
although,the,13
of,last,13
their,parents,13
without,you,13
directly,to,13
in,britain,13
they,may,13
in,today's,13
done,a,13
that,isn't,13
from,last,13
night,but,13
anyone,in,13
portion,of,13
very,soon,13
wanted,a,13
an,office,13
then,to,13
saturday,morning,13
is,used,13
little,too,13
the,numbers,13
fear,of,13
put,my,13
checking,out,13
they,love,13
city,in,13
oh,the,13
of,luck,13
come,home,13
even,think,13
forgot,to,13
on,campus,13
gives,me,13
effect,on,13
hours,and,13
her,family,13
that,we're,13
than,we,13
do,some,13
to,stick,13
to,twitter,13
team,and,13
breast,cancer,13
would,it,13
for,help,13
yet,another,13
to,receive,13
the,grade,13
third,in,13
go,from,13
is,hot,13
been,made,13
days,ago,13
many,more,13
but,we're,13
capable,of,13
rs,crores,13
are,like,13
girl,who,13
a,career,13
to,three,13
was,but,13
work,together,13
include,a,13
night,the,13
to,as,13
who,could,13
with,i,13
be,awesome,13
in,search,13
until,he,13
recent,years,13
one,on,13
the,effects,13
amazing,how,13
the,special,13
this,work,13
it,happen,13
you,work,13
a,system,13
years,on,13
you,about,13
will,soon,13
day,she,13
even,know,13
a,hospital,13
game,was,13
chairman,of,13
we,still,13
see,her,13
years,as,13
right,there,13
in,atlanta,13
investigation,into,13
you're,the,13
of,another,13
why,they,13
we'll,have,13
better,for,13
monday,and,13
or,what,13
in,black,13
over,there,13
why,we,13
first,quarter,13
school,the,13
as,is,13
the,couple,13
it,must,13
social,security,13
to,announce,13
how,was,13
at,last,13
bought,a,13
museum,of,13
the,quality,13
afraid,of,13
wait,i,13
program,and,13
is,beautiful,13
was,awesome,13
we,feel,13
is,finally,13
today,to,13
hours,to,13
the,regular,13
will,miss,13
early,to,13
of,good,13
what,makes,13
a,tornado,13
for,decades,13
can,play,13
just,realized,13
it,hard,13
guys,i,13
out,it,13
heard,a,13
a,dog,13
company,is,13
what,your,13
night,is,13
the,group's,13
miss,it,13
may,the,13
star,wars,13
news,is,13
a,fine,13
to,release,13
and,less,13
be,held,13
national,park,13
and,million,13
adding,that,13
missed,the,13
a,win,13
opening,day,13
percent,the,13
asked,about,13
a,record,13
send,you,13
tuned,for,13
wednesday,night,13
the,assembly,13
game,against,13
gave,up,13
the,beatles,13
it's,on,13
be,part,13
sounds,good,13
right,back,13
the,rams,13
at,noon,13
said,when,13
with,points,13
percent,to,13
attorney's,office,13
of,percent,13
saturday,at,13
late,to,13
tonight,in,13
it's,gonna,13
follow,and,13
so,cool,13
did,u,13
go,follow,13
rt,what,13
what,u,13
omg,omg,13
w,o,13
great,night,13
u,so,13
anyone,have,13
your,new,13
but,im,13
ill,be,13
out,tonight,13
meeting,you,13
follow,i,13
u,get,13
sweet,dreams,13
in the,comments,13
and it,will,13
when i,saw,13
back of,the,13
you and,your,13
to come,back,13
to leave,the,13
hang out,with,13
i was,really,13
i was,on,13
me at,the,13
them to,be,13
on the,internet,13
all i,have,13
she was,a,13
on the,beach,13
why don't,you,13
don't know,about,13
but i,just,13
a ton,of,13
wait for,the,13
can tell,you,13
on the,radio,13
the way,we,13
you have,no,13
the time,and,13
i'm pretty,sure,13
can get,a,13
time of,year,13
because they,are,13
i know,what,13
to think,that,13
been on,the,13
reminded me,of,13
it was,like,13
but i'm,not,13
think it,would,13
last day,of,13
my husband,and,13
i was,very,13
the best,i,13
welcome to,the,13
but when,i,13
out of,a,13
you guys,are,13
to show,you,13
much as,i,13
i really,don't,13
that in,the,13
for those,of,13
i guess,i,13
not have,been,13
you can,make,13
tell me,what,13
going to,bed,13
me want,to,13
the president,of,13
you are,in,13
no one,else,13
should be,a,13
fall in,love,13
this is,why,13
and that,is,13
at least,two,13
and we,have,13
it if,you,13
that i,don't,13
don't have,the,13
the work,of,13
is more,than,13
the list,of,13
to provide,a,13
to do,in,13
i know,this,13
if it,is,13
the history,of,13
of the,week,13
much for,the,13
out to,the,13
at the,very,13
as one,of,13
i took,a,13
only a,few,13
the next,time,13
he is,the,13
to be,at,13
so i,have,13
a great,job,13
for a,little,13
on the,phone,13
i'm not,a,13
that he,is,13
the way,you,13
want to,talk,13
talk to,you,13
when i,have,13
want to,make,13
the person,who,13
to do,i,13
if you,haven't,13
this week,and,13
i could,go,13
the white,house,13
the idea,that,13
as it,was,13
i started,to,13
of more,than,13
you know,you,13
something to,do,13
he said,it,13
thing to,do,13
the hunger,games,13
and that,was,13
that's why,i,13
to the,top,13
if they,are,13
much of,a,13
is looking,for,13
those who,are,13
it does,not,13
something like,that,13
he told,me,13
if you,can't,13
what i,do,13
wish i,was,13
has not,been,13
only one,who,13
i'll be,back,13
should not,be,13
i like,it,13
so much,to,13
for them,to,13
the day,i,13
thank god,for,13
might be,a,13
she is,a,13
of all,time,13
they don't,have,13
for the,best,13
in the,movie,13
could not,be,13
not at,all,13
in search,of,13
in recent,years,13
we will,have,13
spread the,word,13
if you,would,13
and let,me,13
you have,been,13
i did,i,13
the price,of,13
and i,can't,13
will take,place,13
deal with,the,13
to the,airport,13
i believe,that,13
the value,of,13
of the,team,13
is about,to,13
going to,see,13
a bottle,of,13
thanks for,all,13
the world,to,13
that's a,good,13
they are,not,13
how to,use,13
thanks to,everyone,13
to be,one,13
take advantage,of,13
stay tuned,for,13
times in,the,13
cinco de,mayo,13
i listen,to,13
be part,of,13
in an,interview,13
from a.m,to,13
the associated,press,13
i wanna,go,13
you follow,me,13
the back of,the,13
one of the,things,13
what do you,think,13
i don't know,if,13
one of the,first,13
in front of,the,13
was going to,be,13
the other side,of,13
you don't want,to,13
the only one,who,13
open to the,public,13
the name of,the,13
i don't know,why,13
to get to,the,13
this is not,a,13
at the time,of,13
from a.m to,p.m,13
in the first,half,13
it got it got it,got,13
yes yes yes yes yes,yes,13
rt thanks for the rt,thanks,13
got it got it got it,got,13
it got it got it got,it,13
the rt thanks for the rt,thanks,13
rt thanks for the rt thanks,for,13
as,high,12
more,often,12
he,looks,12
or,three,12
a,fairly,12
excited,and,12
more,fun,12
times,and,12
have,many,12
behind,me,12
class,is,12
given,up,12
keep,going,12
you'll,get,12
to,miss,12
you,deserve,12
went,down,12
up,that,12
the,hotel,12
who,loves,12
very,little,12
another,day,12
the,lady,12
the,overall,12
way,from,12
much,in,12
much,but,12
answer,to,12
government,is,12
oven,to,12
shot,of,12
with,both,12
even,have,12
and,ran,12
a,gorgeous,12
and,political,12
any,kind,12
your,email,12
by,far,12
far,the,12
point,the,12
take,that,12
made,an,12
definitely,not,12
find,myself,12
the,popular,12
politics,and,12
the,political,12
as,their,12
strong,and,12
will,lead,12
this,week's,12
i've,done,12
with,just,12
days,the,12
had,one,12
her,back,12
all,and,12
the,wedding,12
week,but,12
when,that,12
was,fun,12
will,likely,12
an,actual,12
write,about,12
just,love,12
film,is,12
of,such,12
will,keep,12
invest,in,12
you,more,12
at,hand,12
searching,for,12
than,what,12
they,both,12
into,their,12
was,called,12
admit,that,12
present,in,12
it,looked,12
in,is,12
things,they,12
could,say,12
media,and,12
knew,it,12
most,popular,12
friends,in,12
and,where,12
begins,to,12
an,empty,12
center,and,12
civil,war,12
kitchen,and,12
very,important,12
sure,there,12
are,better,12
onto,a,12
friend,who,12
best,in,12
and,they're,12
and,decided,12
sugar,and,12
so,are,12
ends,up,12
this,particular,12
here,on,12
on,fire,12
like,she,12
but,has,12
lost,my,12
job,i,12
no,time,12
a,player,12
also,in,12
joining,the,12
got,back,12
we,used,12
the,bottle,12
of,light,12
and,well,12
a,professional,12
home,is,12
still,has,12
of,oil,12
of,business,12
to,grab,12
that,after,12
far,so,12
a,minor,12
of,making,12
gave,the,12
more,or,12
between,a,12
songs,and,12
break,the,12
that,these,12
the,pan,12
they,still,12
so,often,12
be,easy,12
lol,i'm,12
now,what,12
and,makes,12
with,three,12
a,law,12
the,coffee,12
on,time,12
an,even,12
up,if,12
can't,remember,12
doesn't,want,12
late,in,12
to,feed,12
a,common,12
you,no,12
make,her,12
have,used,12
them,is,12
a,table,12
just,think,12
this,recipe,12
into,that,12
did,she,12
and,want,12
me,all,12
long,way,12
everything,else,12
and,show,12
job,of,12
sure,we,12
challenge,is,12
only,person,12
person,in,12
have,heard,12
about,i,12
who,they,12
be,making,12
and,work,12
with,students,12
thought,we,12
true,i,12
a,decision,12
face,and,12
woman,who,12
amazing,i,12
and,support,12
out,about,12
and,pepper,12
person,you,12
as,his,12
it's,important,12
up,before,12
month,i,12
